,User,Location,Tweet
13,R_Smailz,Kenya,How Baba sounds On BBI
14,nurudinho,,The Elephant in the living room is how Uhuru Kenyatta will fund the implementation of BBI after it passes Will it be more debt or tax increase on the already suffering HustlerNation Either way its going to be a disaster for this country FridayNight
15,nurudinho,,The elephant in the living room is how Uhuru Kenyatta is going to fund the implementation of BBI after it passes Will it be more debt or tax increase on the already suffering HustlerNation Either way its a disaster for this country FridayNight
16,TheOtherTwin8,,A whole president of our great nation wants to say that hana nguvu ya kupush no tax for yut saa hii but ako na nguvu ya kutetea plan ya kuuwa wanjiku na mamishahara Kasia jisomeeBBI BBI Makwapa
17,thesilentr7,,TheStarKenya See now how BBI has started to create jobs
18,Robaa82,Kenya,Asamoh pelekea hao kiherehere yako ya BBI ukulishwe cement
19,AbdullahiDerow,Nairobi,The Hustler Nation should come up with people centered BBI where the prime minister should be youth and the two deputies to be shared by persons with disability and marginalised community And the Dp position reserved for women DavidNdii
20,solo_ambuku,"Mombasa, Kenya.",KTNNewsKE TheJesseRogers Ashleymazuri Not at all per IEBCKenya minimum cost for a BBI ReferendumKE is KShs 10 billion less than 2 years to a more costly 2022ElectionsKE Why does a LameDuckPresident commit a highly indebted country thanks to his debt promiscuity just for him to do an ego run RejectBBI
21,dailytradingapp,,ADAP BBI 12 Healthcare Stocks Moving In Fridays Intraday Session
22,oxines,kenya,Whether BBI dies or survives Id love to see DavidNdii in the next government a resource that can be well used for the countrys growth
23,LawiKinyua,,citizentvkenya lillianmuli Do we really need a BBI referendum to enforce more stringent measures to fight corruption tax holiday or HELB waiver All these can be done in parliament sio lazima referendum StateHouseKenya you have a plan with positions not Kenyans RejectBBI
24,nunda_1,Nairobi,kipmurkomen Kiongosisi umelia Sana juu ya hii repoti ya BBI Mambo ya siasa usiweke kwa roho You need to take Mandagos advice seriously
25,Odhiambo_Issa,Nairobi,I am from HB county I read for myself I have serious reservations about the BBI proposals It is a NO for me
26,K254News,"Nairobi,Kenya",Sonko Asks Uhuru conncerning a Luo Wifeeti hii pia iko kwa BBI ama kwa BIBI JerusalemaChallenge GoAheadWithKCB NairobiansDemandForSonko wemiss5thestate WeBeYouthNotCriminals AfricanSocialStar
27,Bonieaguero3,Athiru ruujinne meru Miraa county,ni wangapi wanasapoti hii kitu BBI
28,barasa18,,BBI is an affair for a few to be in power
29,JalangiKwach,Nyanza ,Uhuru Kenyatta is the Chief politician who is MISUSING Bodaboda because whatever he is doing to them now he could have done to them before the launching of BBI For now he is misusing bodaboda to help him confuse people with useless BBI Bure kabisa
30,PerezW15,London UK ,Kenyan youth fungueni akili wacheni kuchezwa na gava na hizi BBI everyone is looking for a change look at nigeria etc wacheni kubebwa ufala na hawa wazee politicians only there to look after their futureAti raila akisema BBI nipoa you go along with it just stopBBIFraud
31,josephdejackson,Nairobi,BBI launch BBI
32,josephdejackson,Nairobi,How is this boy doing though BBI
33,Charles85421483,,The real meaning of BBI BILLIONAIRES BROTHERS INITIATIVE
34,Thedarkheart19,,Dear youths dont be fooled Say No to BBIEducate your people Lets reject this BBI by ForceBBI
35,jimmykab,,kipmurkomen Nothing good can come from Uhuru so BBI its also same as FakeNews
36,kingmufasa001,"North Riverside, IL",The Bbi wanaita wasee wa ghetto under privileged you made us that way And wtf is the pope thinking Humanrace humanracefootball GGMU
37,ishmer01,,Will be reading BBI report this weekend kwa Kipooole BBI report
38,miruruwaweru,Kenya,Who will decide how you will vote in event BBI crystallises to a referendum
39,Mariam_Omaar,"Nairobi, Kenya",I would wish to witness the day the BBI reggae will go down like this AlmamyMoha Abdimalik245 QueenXubi
40,CKishada,🇰🇪,What can we do to stop this BBI thing Is there something like voting or signingBBIFraud BBINonsense BBI
41,Cjamehk,🚶🚶 ,Ruto silent on BBI because he used to say BBI ni ya watapeli na dynasties kujitengenezea vipiNow BBI proposes that PM will be from parliament earning only one salaryso as for the DPMsIts like today we say Amos kimunya is the PM with Junet and Wagwe as DPMs
42,4lifestan,,TheGracey Political drama are just top funny btw Jubilee Government had an opportunity to change people lives BUT choose to loot everything amp gift the people BBI Wheelbarrow in the name of empowerment
43,LosikeEremon,Kenya,GideonKitheka You think what will Baba do to Kenyans wait and see I promise BBI will not take even two weeks
44,LosikeEremon,Kenya,Will President UhuruKenyatta manage to fight this enemies of BBI COBRAThen where is BIG 4 A gender StateHouseKenya
45,nnyawate00,nairobi,kipmurkomen Ruto has the character and the experience to make our country better but first he needs our votes Make a plan to vote no for BBI later on 2022 hustler Ndani
46,pGitu,living today's,bbi I dont see any sense of supporting it
47,tenai_caleb,Eldoret ,ntvkenya SethOlale The real issue is not about the power but they had intention of sucking the Dp but no such clause that support it directly Something that this people of BBI scam thinks that the current Dp will remain In that post Forever
48,Joe_Wainaina,"Nairobi, Kenya",kipmurkomen ahmednasirlaw DonaldBKipkorir DavidNdii OleItumbi Theres nothing for neither of you in BBI report nor for The Teacher Doctor Nurse or SMEs Its a Scam
49,tenai_caleb,Eldoret ,ntvkenya SethOlale Wale walioanzisha BBI ndio wale waliotoa Mapendekezo hayo yote kwa sababu katika kukusanya Maoni ya wakenya sidhani kama kuna Mkenya aliyependekeza hayo Hilo swala la Mamlaka imetokea sasa hivi kwamba wangetaka Kuachisha kazi Naibu wa Rais Ila ni Ngoma
50,LosikeEremon,Kenya,KTNNewsKE Tell CharityNgilu do not lie Kenyans how comes 35 is possible yet 15 becomes headache to Counties where is this 35 comes from BBI Nonsense mamangilu
51,mloppoh,"Nairobi, Kenya",BBI The Govt relies on the Ignorance of Kenyans to push through such agendas as BBI because it knows most Kenyans are Ignorantlazy to ask tough questions and easily bought A good example is how many Kenyans have read the BBI report LetsMakeWiseDecisions
52,kimothokabuchi,,its a curving on fibre and also a painting support talentJerusalemaChallenge BBI GoAheadWithKCB WilliamsRuto RailaOdinga MikeSonko jayden
53,feddie_55,"New York, USA",Shairi la Malenga Bakari Fanya hima uisome ripoti ya BBIcitizentvkenya
54,wgathu,Nairobi Kenya,True Days when Kenyans swallowed hook line and sinker shenanigans like this alongside the suit voting formula are long gone If the twitter brigade is anything to go by BBI was dead on arrival
55,KlashhOmar,"Nairobi, Kenya",Nipige picha kama najifanya nasomaBBI
56,switchtvkenya,"Nairobi, Kenya",Magoha said the health ministry has provided medical and technical support to the schools where cases of covid19 have been reportedBBI Breakingtoday
57,switchtvkenya,"Nairobi, Kenya",Muranga county women representative Sabina Wanjiru Chege has called for more negotiations concerning women position in the national assembly this is after the BBI report proposed scrapping women representative slotBBI Breakingtoday
58,TheHoozy,Untamed,DrAlfredMutua BBI is all about reloading the same old oligarchs rather dynasties by rewarding them with new portfolios instead of retiring after serving decades in government
59,switchtvkenya,"Nairobi, Kenya",The United Green movement party has rejected the just released BBI report saying its aimed at enriching a few individuals in the countryBBI Breakingtoday
60,switchtvkenya,"Nairobi, Kenya",Maendeleo Chap Chap party leader Dr Alfred Mutua has urged president uhuru kenyatta and odm party leader raila odinga to bring leaders from all spheres including political and religious leaders on boardBBI
61,SirMianoJ,Online Apartments,None of these need a Constitutional moment BBI to happen 7 years tax holiday for young people starting business 4 year grace period on HELB after clearing schoolThese are policy issues and can happen even today if theres goodwill RejectBBITuvukeNaBBIVijana
62,Stevenmuisyo,🇰🇪,No matter how far a village is ballot box will reach there but development wont BBI
63,kgerrishom,Nairobi,To gain validation on twitter streets and the idea that you are much learned you need to pick a subject and oppose it for example if its BBI simply oppose it without reading or understanding Craft something on how it doesnt help while offering no alternative
64,dominicxowino,Nairobi ,NaendaHiviNakam WehliyeMohamed Dont keep politics in your heart keep it in your lungs where youll be able to breathe it out Puga BBI will pass whether you like it or not If ICC indictees formed a government passing BBI is a Walk in the park
65,Fredy_matiba,nairobi,Waaaah Kenyans si mtatuonyesha mambo na ii maneno ya BBIReport ati BBI43NationsSTRONG BBIFraud BBIpromise BBINonsense BBIorNOTHING BBI RejectBBI BBIReport
66,Cjamehk,🚶🚶 ,This is what happened in kisumuUhuru was warmly welcomed in a place he could not campaign in 2017TRUE that BBI have united the countryIn Mt Kenya it will be a massive welcome known as kumira kumira Just one round and Githinji will be forgotten
67,Kimeto017,Kericho,GedionMadvdand Kalonzo now reading BBIReport BBI Kenyans are aware of them with their silent prayers and wish
68,ChainaBouy,"Nairobi, Kenya",Politicians should stop take advantage of youths in this countrylies to youth empty promisesjob creation BBI nolet be honest they want to create for enriching themselves and they families
69,dailytradingapp,,BBI News Why Brickell Biotechs Stock Is Trading Lower Today
70,RogersToo1,"Winterfel, Westeros",If Kenyans support BBI then we deserve whats coming for us
71,MumangiAlex,,Common mwananchi has been developing anxiety and depressive symptoms every time leaders promise but never deliversso will BBI deliver
72,Citizen_Alert1,"Vernier, Suisse",Not just that no citizen demanded that MPs be appointed ministers persons with disabilities lose nomination to parliament Urban Marginalized be catered for in revenue sharing a Judiciary Ombudsman be createdAmong others BBI is fraudulent
73,murimi31,"Nairobi, Kenya",The BBI seems to be following the UK system of government Just an observationNairobi PresidentUhuruGemaBBI
74,wilsonnjoroge,"Nairobi, Kenya",The two BBI brothers BBIFraud
75,speaker_etoo,,As the kimaningunjiri say we will resist BBI Kataa NyokaOkoa Kenya
76,AtCheckmate,,MKOKOWHEELBAROW CEO Jana karibu atoe machosAlituambia watajua hawajui Sasa YEYE ndio hajui But one thing is for sure you cant beat Uhurao think tank He has no choice but to join the bbi bandwagon as Boda bodas and youths are already solidifiedRobertKiberenge
77,RepublikFree,"Nairobi, Kenya",MDVD hires experts so takes a stand on BBI the expert citizen is expected to advise self and make a stand soloambuku KONyamokami MannMach bennetowuonda misstmoraa SammyMonooKE MaMo RationalKE oyookraft solomonkarori2 Zaabby6 RasnaWarah Niko omondi
78,Mapangala6,Africa,WehliyeMohamed Hold that thought how much will that 35 be Kuna madeni za chinese na Euro bonds looted all over the place ripening as we move towards 2022There will be no funds for the Country Unfortunately Uhuru ashabonyeza reset button ya BBI to pull an Alpha male move like Alfa Konde
79,Mapangala6,Africa,EtalePhilip Danganya toto jinga Allowances will be 5 times their MP salary In any case MPs will add them salary if they also add themselves 25 Tunawajua hii nchi Currently you should be preparing tears when Uhuru pulls an Alfa male Conde move as you help him reset with BBI
80,ChakaSichangi,Grateful.,The BBI report neednt be a binary issue a choice between two absolute polar oppositesThere are things in the report that dont need a referendum process and should therefore not be put to referendumThe expansion of the Executive can then be shot down through plebiscite
81,calvinceapollo,,Higher Education Loans board act 1995 no 33 of 1995 the BBI part that is favoring comradesBBI
82,MashMMXIV,"Nairobi, Kenya",kanufresh what is your position on BBI especially the requirement that MCA must have a degree certificate from a recognized university in Kenya
83,Sanghlevis,pluto,WilliamsRuto Kwani ulikesha ukisoma BBI
84,lyricalChi,"Sparta, NJ",Every time someone opens their mouth to support this BBI nonsense my support for WilliamsRuto grows by leaps Not that hes the best candidate but the enemy of my enemy is my friend BBIFraud
85,ContinuityGoK,Kenya,StateHouseKenya A Father shows his children the right ways by being a good example of a LeaderHonesty candidness sense of right or wrong and courage to own up mistakes honestly is what is expected of he who has all tools of power as such mimicking supreme authority the PresidentBBI
86,Saukkke,Africa,BBI its a political game that has little to do with the betterment of the whole country
87,abner_chief,"Mombasa, Kenya",BBI and the youth only on YouthCafe with brianaseli on KTNNewsKE at 8pm
88,Rutto2022,,EAukot kipmurkomen EAukot Responsive Govt They said iko kwa BBI But nimeona ni vitiafterviti Please elaborate
89,FranklinWaruhiu,Republic Of Kenya,Does the BBI Report consider the plight of the young people of this country What are your thoughts on the following BBI proposals on issues affecting the youths TuvukeNaBBIVijana NaTuvuke
90,okullo_chris,Nairobi Yetu,misplacedhuman Jontae254 Nathan10 pesa kidogo kidogo Ipesa washaanza kupeana loan kwa watu sijui BBI HustlerNation WilliamsRuto realDonaldTrump
91,hon_ngumi,kenya,ledamalekina Have been into the idea that Senate be disbanded BBI ended up saving it just to oversee the County Governments
92,farijalakaunda,"Kisumu, Kenya",RobertAlai DCIKenya Thats a lie dont campaign for BBI through turnishing legendary kimaningunjiri s name
93,ellekgwriter,"Mombasa County, Kenya",I could have a wife in Kisumu jokes Uhuru Dear Mr President this sht aint funny BBINonsense BBI UhuruKenyatta First Lady Margaret Kenyatta
94,GREGORYKIMUTAI1,kenya,RobertAlai DCIKenya BBI NONSENSE
95,LawiKinyua,,EtalePhilip BBI is not a priority in Kenya Kenyans wanted a decrease in representation but instead they are increasing both houses RejectBBI and lets them address issues by legislation in parliament first eg HELB Taxation etc are issues to be handled in parliament not referendum
96,peter_lulu_k,"Nakuru, Kenya",Even if you put my squad in boarding school it wont understand the BBI reportMaybe muwasuke na audio or video with dj afro vibeTuvukenabbivijana
97,aj_ruto,,Not only The BBI has addressed issues about The Youth Even The Elderly have Not been left Out HandshakeisStrong President Uhuru KenyattaBBI
98,waikwawanyoike,,Some of the hurdles that BBI will have to surmount including Legitimacy of an unconstitutional Bunge Illegal IEBC What issues will go to referendum and how How to frame questions for referendum August 2022 COVID19 wheelbarrows and all
99,dailytradingapp,,BBI BPTH 12 Healthcare Stocks Moving In Fridays PreMarket Session
100,ouma_rich,,WahomeHon citizentvkenya kipmurkomen moseskuriaMP OleItumbi Jishugulishe na contents za BBI na uwache uvumi ama uzidi kutanga tanga
101,KyaloMusyoka,Nairobi. Kenya.,KiigenKoech WilliamsRuto Kiigen you have just resurrected my fears You know the phrase Imperial President has been doing rounds since the launch of the BBI amp my first thought was how a WSR presidency would handle such powers We do not need an imperial president whether its RAO or WSR bbi
102,eng_ibnmahat,Garissa,IkajeffGeoffrey LarryMadowo kijana FBI wasikukujieTujishughulishe na BBI tafadhali
103,SamMisikhu,"Nairobi, Kenya",StateHouseKenya what happened to the BIG FOUR AGENDA Nkama BBI will sort allAma mwanaume ukioa unasahau mama takekipmurkomen ahmednasirlaw HManyora
104,Ambani_Ambani,Nairobi ,ntvkenya BBI
105,peter_lulu_k,"Nakuru, Kenya",All they think about is BBI All I think about is how many packets of unga can satisfy a luhya
106,gacheke2011,Kenya.,Social justice centres working Group reflections on BBI building alternative political leadership from grassroots social justice Centres Teleleza Katiba Makadara Lumumba Ayielar UhaiWetu MathareSJustice WMutunga MutemiWaKiama Anamidaudi
107,AlexsoDidy,,MwalimChurchill BBI Articlenaka quorer
108,pcherono222,,BettyMKyallo Kenya is Bbi Moster Rejectbbi Bbi mustfall
109,Studio63_ke,,The BBI Report will be officially launched on Monday at the Bomas of Kenya President Uhuru Kenyatta saidSpeaking in Kisii on Wednesday as he received the report alongside ODM leader Raila Odinga Uhuru said the experts should make it simpler for everyone to understands63
110,Hon_Karmah,Kenya,Kenyans should ask themselves before accepting BBI if they will get a sit in the 5 major position proposed in the BBIFraud if not RejectBBI RailaOdinga asikukojolea na wewe tu ni kumeza mkojoo Kisumu people think POSITIONS Kenya BBI43NationsSTRONG BBINonsense
111,Hon_Karmah,Kenya,I have read and understood BBI but the clause on a dictatorship president and Cabinet secretaries from parliament makes no sense That is taking us back to Moi Era They should remove that clause kipmurkomen what is your tak BBI43NationsSTRONG POSITIONS BBIReport
112,harrisonmumia,"Nairobi, Kenya",Whos joining tonights atheists meeting I want to explain why all atheists must reject the BBIThe time has come for the 700000 atheists in KENYA to have their voice heard BBIReport
113,carlos_b_dyce,"Nairobi, Kenya",MigunaMiguna RailaOdinga MigunaMiguna I like the way you keep warning Kenyans about these despots But what is sad is that a few will listen to you while the majority will still go ahead and embrace the BBI thing Then later on they will still be the ones regretting as if they were never warned
114,ejnyamogo,Havana-Cuba NBlackPantherParty,ntvkenya IGNPS NPSOfficialKE DCIKenya FredMatiangi Consider Changing the Police Uniform and let our Officers look like this As we Change Katiba thro the BBI lets consider Changing how our men and women in uniforms look
115,Abikar_,Nairobi,If BBI goes through elected MCAs would each have in excess of Sh20 million under their control as at least 5 of the county governments revenue both allocated by the national government and collected by the county be channelled to the proposed Ward Development Fund
116,Ni_Zephy,DM away,Halafu Raila ni naniBBI43NationsSTRONG BBI
117,Linus80256603,Konza ,WehliyeMohamed Alafu akina gladyswanga wanapongeza sana BBI
118,kamaujeffke,,BBI is neither a bad nor a good reportthere are somethings am in agreement and some this situation how do I voteMany might be in the same situation ammakaumutua ahmednasirlaw WehliyeMohamed DonaldBKipkorir
119,nelsonkimathi,Nairobi,BBI How does being a leader of official opposition translate to being included in GovernmentThe last time we had such a position in 2007 but we butchered each other like chicken
120,AmBlackAfrican,,A lot of the things suggested in the BBI can be done through parliament Others are already in the constitution only that they are not being implementedIt will not create jobs for Kenyans it will create few jobs for the elites
121,MuthoniMundia2,"Nairobi, Kenya",RobertAlai Our Constitution is NOT the problem We just cant change it every time to create Government positions BBI is a doc by politicians for politicians
122,AmBlackAfrican,,Now God forbid the BBI draft is passed and in effect and Ruto wins Thats when you will know changing rules so that they can favor you is not a pretty thing to do
123,KalaleSteve,"Lodwar, Kenya",Where was Uhuru Kenyatta since to empower boda boda riders amp many other hustlers in KenyaJust bcoz William Ruto started amp it thrived a good empowerment ideanow he ships in for BBIThis is the problem of brainless top leadershipRespect DP hes a man of strategiesBBI
124,AmBlackAfrican,,With such a president independence of the judiciary the police the parliament and other institutions that check the executive dies He reigns Supreme Thats what BBI wants
125,GK49733311,,OleItumbi No matter how much milk amp honey is promised in the minority good there are no pple in prison after their corruption trials a murderous Governor amp attempted murderer Mp freely moving ie they may never implement whatever little good is in the Bbi Cant trust anything from BBI
126,KithinjiMd,KENYAN AT MALAWI ,RobertAlai BBI is just executive circle expansion with sugar coating on common man issues that dont require any referendum Let the institutions of parliament and executive start implementing the recommendations as early as yesterday as the referendum is not a priority as of now
127,safariwithselle,"Nairobi, Kenya",BBI
128,Elvo_L,,Healthcare should not be addressed like its a favour from government or the constitution Healthcare needs a robust constitutional commission to chart its path it cant be compromised with at least Just like the Teachers Service Commission HSC should be independentBBI
129,moonjahroo,"Tatu City, Africa",The Peoples BBI is on the Right on a placard Held by The people les representative
130,Kisumuforum,,The conversation around BBI has moved onwangapi watapitisha is the new slogan
131,DaudiPhil,"Naivasha, Kenya",It takes courage to change a political conversation about the peopleStateHouseKenya now acknowledges that BBI requires an economic handshakeKenyans are united Its why those Boda Boda associations have pple from all tribesThe economy is the unifying factor
132,GaciatiG,#R237,Before somebody shout to their top most voice that we support BBI Can it be made clearwhether all proposals made by diffrent stakeholders are reflected in that Monster if not there its a good for nothing endeavor
133,pkapiloe,,ahmednasirlaw we already know your take on BBI about watermelon is a change of mind stand your ground like a man BBI
134,MuchaiWycliff,,WilliamsRuto MarthaKarua I am with you to a big No to BBIMisguided priorities for individual political seats is a big shame NoToBBI
135,wahome_jk,Nyeri Kenya,I am afraid this BBI will bring more confusion and divisionBBIJerusalemaChallenge
136,MutemiWaKiama,Earth.MilkyWayGalaxy.Universe,Nigerian missed leadership opportunity BBI proponents doing the samePoliticalEducationKEEndSARS RejectBBI
137,SeitaiLeparan,"Rift Valley, Kenya",Apart from the common BBI Clauses being posted allover in social media What good have you seen specifically meant for the Narok peopleMaasai people or the pastrolist SaningoAmos CSonkoroBBI
138,benchekland,"Eldoret, Kenya",If WilliamsRuto supports BBI because of just 1 creation of leader position office2 Delaying repayment period of Helb loan3 7yr grace period before taxations of businesses by the youth4 Increase in county allocations from 1535
139,F_Osiro,"Nairobi, Kenya",tv47ke Bring me on board on the showwe need to get neutral youth opinions on matters BBI
140,JeffOchiengTW,Nairobi - Kampala- ,BBI mentalhealth FridayMotivation
141,yobra07jpg,Kenya,NationAfrica Referendum ni lini tujue tunapoteza 12 billion miezi gani BBI
142,BHeyi_Sankara,Citizen of the World🗺 ,The BBI drafters must have heavily relied on the Wako draftThats where they failed and unless amended to get rid of the Wako draft provisions BBI will face a natural death at the ballot
143,mogire_jusper,,If the BBI referrundum comes here is how these tribes will voteKiuk 95Luo 98Luhya 60Kisii 50Kamba 60Coast 60Kalenjin 10Somalis 60And so it shall pass 90 of the votes wont read it though
144,Jarsoduba1,Marsabit ,ahmednasirlaw BBI is the best thing that happened to Kenya Embrace it
145,ShambaBoyKE,Kenya,LAND is the most emotive issue that has caused much violence in KENYA People fight over land from the RICH to the POOR But it doesnt help when the biggest Land GRABBING family are the appointing authority for PaulMMwangi amp BBI team DavidNdii davidmakali1 OliverMathenge
146,AbelOmasete,Nairobi Kenya,Machakos governor DrAlfredMutua and former senator nduyamuthama have stated that they will not support bbi for it is not a panacea to conundrums facing wanjiku
147,4k_mario,"Nairobi, Kenya",Niko Nanyuki na vijana hawataki hii story ya BBI and im loving it MuigaiWaMuya stevechoxx
148,koske_brian,,ItsMutai ahmednasirlaw ItsMutai you wouldnt mind being there as well of course coz u got NO MIND at allTell us about your paymasters opinion on this critical bbi
149,KenyanProject,"Nairobi, Kenya",ntvkenya The youth need to first take inventory of the gains theyve accrued in the last few years Jobs for youth Business environment for youth Support for innovation by youth Access to health Finance Do the maths b4 you polarise yourselves Then READ BBI amp take a stand
150,mwangi_p_nganga,"Nairobi, Kenya",citizentvkenya This Jokers They sponsored a delegation of questionable characters to Bondo as our elders now they want to do that to the youths either way tunasoma BBI KAMA NI POTOVU wacha waimplement KATIBA BBIFraud
151,Mowtaratara,United State Of Africa,RobertAlai And lets make this CLEAR YOU CANNOT SIDELINE A TRIBE COMMUNITY IN THIS DISCUSSION AND TALK OF UNITY KENYA ITAISHI KUWA VILE VILE WANAO CELEBRATE RUTO ANAFANYWA MADHARAU WELL ENJOY WILL IT LASTS BUT THIS BBI AINT ABOUT UNITY ITS ABOUT FIXING SOME POLITICAL GAMES
152,KenbwoyM,Worldwide,BBIReport chapter 8 talks of Corruption and am left wondering how is a Corrupt state gonna change over a document while the big offices are all Corruption zones BBIpromise change on corruption matters okay lets see what the 2010 Constitution failed to give if the BBI will
153,VMaddre,,Kenyans Come here see a Thorough analysis of BBIpromise TheBBIPromise at TheTackle kipmurkomen ProfPLOLumumba ahmednasirlaw gerabito 23RD OCTOBER 2020 BBI SPECIAL FULL CONSTITUTIONAL EXPERTS INTERVIEW ON via YouTube
154,mchombake,,DonaldBKipkorir Kindly if you care about Kenya and Kenyan let the big brother officially handle the life threatening of the 200 families in Laico Regency Hotel and their hard earned monies and benefit as per labour laws BBIReportBBI BBIpromise
155,CsOpondo,"Mumias, Kenya",KipropDismas4 So I should ignore the gvt progressive agenda n then trust some1 who offers me a wheelbarrow in the 21st centurysmhif WilliamsRuto were to come up with something better than what BBI is offering Id be 1st to support him but for nowits a no n yes 4 bbi against wheelbarrow
156,kahigaeli,Nairobi,citizentvkenya Nani huchagua thz bootlickers to represent GEMA youths Sisi tumesoma BBI and us for me i have said BBINO BBIMUSTFALL We want political good will not lip service and amendments every election yearwe need serious leaders
157,Abdulzizan,"Mombasa, Kenya",BBI Will solve all the problems the Coast and Marginalized people are facing
158,JunubinD,"Nairobi, Kenya",BBI derail has the big 4 agenda the jubilee government had initially has
159,MwixMorena,"Nairobi, Kenya",RailaOdinga StateHouseKenya I think BBI is just designed for the rich who can be able to raise capital to start up businesses so they need 7yr tax holiday to milk us dry not a graduate who only has papers
160,Nowissheichege,"Nairobi, Kenya",dankchen76 BBI is fraud I just twitted the above to mock how everyone is awarding themselves fake titles to support the BBIterror
161,postamate,Africa,Should we tell them BBI
162,harrisonthuo,Kenya,The KiambuCountyGov NemaKenya and the EnvironmentKe will see beauty but what they dont know is that this is ugly a habitat for mosquitos and a source of air pollution What is the importance of BBI if they cant resolve such simple and easy problems for lifes sake
163,jajah_smallz,NAIROBI,Kenyans dont be fooled I pray that we wont reach a place where we will fight against each other any kind of evil that will be used against Kenyans will be defeated In the name of JesusWe are one with or without BBIdontacceptdivisionBBI is not for the mwananchi
164,ondusoking,Kenya,steveogollaw About the handshake am with you But dont you think before we embrace this monster BBI that is supposed to unite Kenyans have leaders like RailaOdingaWilliamsRuto unite themselves firstcitizentvkenya this is a topic to be discussed
165,A_Awilli,"Nairobi, Kenya",IanMbugua I agree with you that we are in a sorry state of affairs but then again how comes public figures like yourself never points a finger directly to the president Uhuru and trade all your guns at his failures from 2013 How you hide your voices under BBi etc
166,Hitechdigitals,"Nairobi,Kenya",Do we still need the BBI BBIFraud Whats on that document that cant be actioned via a parliament actlaw
167,HonMundia,NAIROBI,Do we have to go for referendum just to pass this GideonKeter NAssemblyKE BishopWanjiru kipmurkomen HonKiunjuri HonAnabGure WanguiNgirici edwinsifunaBBINonsense BBIPeoplesAgenda BBIorNOTHING BBIReport BBI
168,blackndegwa,"Nairobi, Kenya",Everytime uhuraila mention BBI these locusts seem to make an appearance somewhere in Kenya Either they have a pact with tangatanga or they signify a plague in the even we vote in the BBII think its the latter This is a warning
169,AstronautKE,East Africa,NationAfrica Those are BBI locusts coming to join their human counterparts under the new eating arrangement
170,Mcgriffins4,Kwale KENYA,Nyamwanda WinnieOdinga Son and Daughter of Dynastieswacha watusomee wakimalize watatwambie vile wanataka wakitaka wapitishe hiyo BBI tu coz it will still elevate their status into Dynastical accreditation and validation sisi hatuna uwezo
171,Citizen_Alert1,"Vernier, Suisse",If the enactment of the 2010 Kenya Constitution was a Revolution then BBI is a CounterRevolution
172,UnhingedGt,,On this BBI issuewhen I remember people woke up twice to vote for Uhuruto as birthday gift I will not be surprised if watapitisha ikiwa hivo
173,machetevga,"Nairobi, Kenya",WadauK The current Constitution in black and white iko na hii mambo yote They hoodwinking Kenyans na BBI Impliment 2010 constitution
174,peter_ronoh,Nakuru,IanMbugua BBI
175,DrVEm1,"Gatanga, Kenya",gerabito Boss pale YouTube kunashida 23rd October 2020 BBI SPECIAL FULL TheTackle is not available
