,User,Location,Tweet,Tweet_clean,Tweet_token,Tweet_nonstop,Tweet_freq
4,Kempes_B,Nairobi,We appreciate everyone who is blindness and encourage them to keep on the Blind by dialin,We appreciate everyone who is blindness and encourage them to keep on the Blind by dialin,"['we', 'appreciate', 'everyone', 'who', 'is', 'blindness', 'and', 'encourage', 'them', 'to', 'keep', 'on', 'the', 'blind', 'by', 'dialin']","['appreciate', 'everyone', 'blindness', 'encourage', 'keep', 'blind', 'dialin']",0
5,shecyclesnbi,Nairobi,off,off,['off'],[],0
6,shecyclesnbi,Nairobi,,,[''],[''],0
7,kaLefti,Nairobi,Late night kazi ya logos Business bizz,Late night kazi ya logos Business bizz,"['late', 'night', 'kazi', 'ya', 'logos', 'business', 'bizz']","['late', 'night', 'kazi', 'ya', 'logos', 'business', 'bizz']",0
8,shecyclesnbi,Nairobi,for,for,['for'],[],0
9,shecyclesnbi,Nairobi,for,for,['for'],[],0
10,Kempes_B,Nairobi,We appreciate everyone who is blindness and encourage them to keep on the Blind by dialin,We appreciate everyone who is blindness and encourage them to keep on the Blind by dialin,"['we', 'appreciate', 'everyone', 'who', 'is', 'blindness', 'and', 'encourage', 'them', 'to', 'keep', 'on', 'the', 'blind', 'by', 'dialin']","['appreciate', 'everyone', 'blindness', 'encourage', 'keep', 'blind', 'dialin']",0
11,shecyclesnbi,Nairobi,off,off,['off'],[],0
12,Otiken89,Nairobi,please next client might be on your,please next client might be on your,"['please', 'next', 'client', 'might', 'be', 'on', 'your']","['please', 'next', 'client', 'might']",0
13,MuhanjiIII,Nairobi,finally after the,finally after the,"['finally', 'after', 'the']",['finally'],0
14,IamPaulKips,Nairobi,350 am who is still awake Follow everyone who and Will followback1DDriveKeaDrive,am who is still awake Follow everyone who and Will followback1DDriveKeaDrive,"['am', 'who', 'is', 'still', 'awake', 'follow', 'everyone', 'who', 'and', 'will', 'followback1ddrivekeadrive']","['still', 'awake', 'follow', 'everyone', 'followback1ddrivekeadrive']",0
15,IamPaulKips,Nairobi,Follow everyone who and Will followback1DDriveKeaDrive,Follow everyone who and Will followback1DDriveKeaDrive,"['follow', 'everyone', 'who', 'and', 'will', 'followback1ddrivekeadrive']","['follow', 'everyone', 'followback1ddrivekeadrive']",0
16,Kenyan_Deportee,Nairobi,,,[''],[''],0
17,georgemervo,Nairobi,eat dogs,eat dogs,"['eat', 'dogs']","['eat', 'dogs']",0
18,MMahila,Nairobi,I SELL AT AN AFFORDABLE PRICE SUN DRIED CLEAN 1 2Kg Tin 270FRESH C,I SELL AT AN AFFORDABLE PRICE SUN DRIED CLEAN Kg Tin FRESH C,"['i', 'sell', 'at', 'an', 'affordable', 'price', 'sun', 'dried', 'clean', 'kg', 'tin', 'fresh', 'c']","['sell', 'affordable', 'price', 'sun', 'dried', 'clean', 'kg', 'tin', 'fresh', 'c']",0
19,nya_bama,Nairobi,Sometimes the well thought out fail to work as originally,Sometimes the well thought out fail to work as originally,"['sometimes', 'the', 'well', 'thought', 'out', 'fail', 'to', 'work', 'as', 'originally']","['sometimes', 'well', 'thought', 'fail', 'work', 'originally']",1
20,michelle_ajema,Nairobi,All available at my shop in at Mall opposite Shopping mall Ave 1st shop A4,All available at my shop in at Mall opposite Shopping mall Ave st shop A4,"['all', 'available', 'at', 'my', 'shop', 'in', 'at', 'mall', 'opposite', 'shopping', 'mall', 'ave', 'st', 'shop', 'a4']","['available', 'shop', 'mall', 'opposite', 'shopping', 'mall', 'ave', 'st', 'shop', 'a4']",0
21,michelle_ajema,Nairobi,pia,pia,['pia'],['pia'],0
22,michelle_ajema,Nairobi,na,na,['na'],['na'],0
23,MMahila,Nairobi,I SELL AT AN AFFORDABLE PRICE SUN DRIED CLEAN FRESH CLEAN DEEP FRIED FRESH CLEAN,I SELL AT AN AFFORDABLE PRICE SUN DRIED CLEAN FRESH CLEAN DEEP FRIED FRESH CLEAN,"['i', 'sell', 'at', 'an', 'affordable', 'price', 'sun', 'dried', 'clean', 'fresh', 'clean', 'deep', 'fried', 'fresh', 'clean']","['sell', 'affordable', 'price', 'sun', 'dried', 'clean', 'fresh', 'clean', 'deep', 'fried', 'fresh', 'clean']",0
24,michelle_ajema,Nairobi,Yes ladies the days of wrapping your hair in panty hose aka while going to bed are over Get a,Yes ladies the days of wrapping your hair in panty hose aka while going to bed are over Get a,"['yes', 'ladies', 'the', 'days', 'of', 'wrapping', 'your', 'hair', 'in', 'panty', 'hose', 'aka', 'while', 'going', 'to', 'bed', 'are', 'over', 'get', 'a']","['yes', 'ladies', 'days', 'wrapping', 'hair', 'panty', 'hose', 'aka', 'going', 'bed', 'get']",0
25,carolly_arts,Nairobi,Hey help me share this piece I did for art,Hey help me share this piece I did for art,"['hey', 'help', 'me', 'share', 'this', 'piece', 'i', 'did', 'for', 'art']","['hey', 'help', 'share', 'piece', 'art']",1
0,CareerPointKe,Nairobi,Dont Be Left Behind Current Outside To Apply out the exciting,Dont Be Left Behind Current Outside To Apply out the exciting,"['dont', 'be', 'left', 'behind', 'current', 'outside', 'to', 'apply', 'out', 'the', 'exciting']","['dont', 'left', 'behind', 'current', 'outside', 'apply', 'exciting']",1
1,kazibidii,Nairobi,How we look at you with that fresh manicure and youve not to request for to help,How we look at you with that fresh manicure and youve not to request for to help,"['how', 'we', 'look', 'at', 'you', 'with', 'that', 'fresh', 'manicure', 'and', 'youve', 'not', 'to', 'request', 'for', 'to', 'help']","['look', 'fresh', 'manicure', 'youve', 'request', 'help']",1
2,CareerPointKe,Nairobi,Procurement To Apply For This New now for these open,Procurement To Apply For This New now for these open,"['procurement', 'to', 'apply', 'for', 'this', 'new', 'now', 'for', 'these', 'open']","['procurement', 'apply', 'new', 'open']",1
3,CareerPointKe,Nairobi,Dont Be Left Behind Current Outside To Apply out the exciting,Dont Be Left Behind Current Outside To Apply out the exciting,"['dont', 'be', 'left', 'behind', 'current', 'outside', 'to', 'apply', 'out', 'the', 'exciting']","['dont', 'left', 'behind', 'current', 'outside', 'apply', 'exciting']",1
4,kazibidii,Nairobi,How we look at you with that fresh manicure and youve not to request for to help,How we look at you with that fresh manicure and youve not to request for to help,"['how', 'we', 'look', 'at', 'you', 'with', 'that', 'fresh', 'manicure', 'and', 'youve', 'not', 'to', 'request', 'for', 'to', 'help']","['look', 'fresh', 'manicure', 'youve', 'request', 'help']",1
5,MornachP,Nairobi,,,[''],[''],0
6,ragz2beechez,Nairobi,you should watch this amazing piece by Choir,you should watch this amazing piece by Choir,"['you', 'should', 'watch', 'this', 'amazing', 'piece', 'by', 'choir']","['watch', 'amazing', 'piece', 'choir']",0
7,Amothekip,Nairobi,agriculture,agriculture,['agriculture'],['agriculture'],0
8,KijanaWaHome,Nairobi,Rotary Club of School Tree Planting Link,Rotary Club of School Tree Planting Link,"['rotary', 'club', 'of', 'school', 'tree', 'planting', 'link']","['rotary', 'club', 'school', 'tree', 'planting', 'link']",0
9,KijanaWaHome,Nairobi,photography beauty wedding bride photographer,photography beauty wedding bride photographer,"['photography', 'beauty', 'wedding', 'bride', 'photographer']","['photography', 'beauty', 'wedding', 'bride', 'photographer']",0
10,NonnsV,Nairobi,254icon ako na ni landlord,icon ako na ni landlord,"['icon', 'ako', 'na', 'ni', 'landlord']","['icon', 'ako', 'na', 'ni', 'landlord']",0
0,mimi_stores15,Pioneer House- Koinage Street ,0783505856 1199othuolOthuol,othuolOthuol,['othuolothuol'],['othuolothuol'],0
1,KaziQuest,"Nairobi, Kenya",Looking for more job Check out the Security Officer here to apply,Looking for more job Check out the Security Officer here to apply,"['looking', 'for', 'more', 'job', 'check', 'out', 'the', 'security', 'officer', 'here', 'to', 'apply']","['looking', 'job', 'check', 'security', 'officer', 'apply']",1
2,KaziQuest,"Nairobi, Kenya",Looking for more job Check out the Building Civil Engineering Trainer here to apply,Looking for more job Check out the Building Civil Engineering Trainer here to apply,"['looking', 'for', 'more', 'job', 'check', 'out', 'the', 'building', 'civil', 'engineering', 'trainer', 'here', 'to', 'apply']","['looking', 'job', 'check', 'building', 'civil', 'engineering', 'trainer', 'apply']",1
3,KaziQuest,"Nairobi, Kenya",Looking for more job Check out the Head Cook here to apply,Looking for more job Check out the Head Cook here to apply,"['looking', 'for', 'more', 'job', 'check', 'out', 'the', 'head', 'cook', 'here', 'to', 'apply']","['looking', 'job', 'check', 'head', 'cook', 'apply']",1
4,KaziQuest,"Nairobi, Kenya",Looking for more job Check out the Cateress here to apply,Looking for more job Check out the Cateress here to apply,"['looking', 'for', 'more', 'job', 'check', 'out', 'the', 'cateress', 'here', 'to', 'apply']","['looking', 'job', 'check', 'cateress', 'apply']",1
5,KaziQuest,"Nairobi, Kenya",Looking for more job Check out the Clinical here to apply,Looking for more job Check out the Clinical here to apply,"['looking', 'for', 'more', 'job', 'check', 'out', 'the', 'clinical', 'here', 'to', 'apply']","['looking', 'job', 'check', 'clinical', 'apply']",1
6,KaziQuest,"Nairobi, Kenya",Looking for more job Check out the Hospitality Tourism Management Trainer here to apply,Looking for more job Check out the Hospitality Tourism Management Trainer here to apply,"['looking', 'for', 'more', 'job', 'check', 'out', 'the', 'hospitality', 'tourism', 'management', 'trainer', 'here', 'to', 'apply']","['looking', 'job', 'check', 'hospitality', 'tourism', 'management', 'trainer', 'apply']",1
7,KaziQuest,"Nairobi, Kenya",Looking for more job Check out the Automotive Engineering Trainer here to apply,Looking for more job Check out the Automotive Engineering Trainer here to apply,"['looking', 'for', 'more', 'job', 'check', 'out', 'the', 'automotive', 'engineering', 'trainer', 'here', 'to', 'apply']","['looking', 'job', 'check', 'automotive', 'engineering', 'trainer', 'apply']",1
8,KaziQuest,"Nairobi, Kenya",Looking for more job Check out the Electrical Electronics Engineering Trainer here to,Looking for more job Check out the Electrical Electronics Engineering Trainer here to,"['looking', 'for', 'more', 'job', 'check', 'out', 'the', 'electrical', 'electronics', 'engineering', 'trainer', 'here', 'to']","['looking', 'job', 'check', 'electrical', 'electronics', 'engineering', 'trainer']",1
9,AcaciaX4,"Nairobi, Kenya",11300 level holding perfectly as Join us at and register for free to ge,level holding perfectly as Join us at and register for free to ge,"['level', 'holding', 'perfectly', 'as', 'join', 'us', 'at', 'and', 'register', 'for', 'free', 'to', 'ge']","['level', 'holding', 'perfectly', 'join', 'us', 'register', 'free', 'ge']",0
10,CampoeKE,Kenya,CAP Youth Empowerment Institute in D,CAP Youth Empowerment Institute in D,"['cap', 'youth', 'empowerment', 'institute', 'in', 'd']","['cap', 'youth', 'empowerment', 'institute']",0
11,Its_Morrine,"Nairobi, Kenya",HONEY Highland Honey1kg 800500g 500DM or 254718652870IkoKaziKE,HONEY Highland Honey1kg g DM or IkoKaziKE,"['honey', 'highland', 'honey1kg', 'g', 'dm', 'or', 'ikokazike']","['honey', 'highland', 'honey1kg', 'g', 'dm', 'ikokazike']",0
12,CareerpointSolu,Nairobi Kenya,Post 3 ways can careeradvice2,Post ways can careeradvice2,"['post', 'ways', 'can', 'careeradvice2']","['post', 'ways', 'careeradvice2']",1
13,CampoeKE,Kenya,SOON for Attachment Internship at Medical Authority,SOON for Attachment Internship at Medical Authority,"['soon', 'for', 'attachment', 'internship', 'at', 'medical', 'authority']","['soon', 'attachment', 'internship', 'medical', 'authority']",0
14,CampoeKE,Kenya,Summit Recruitment and Search is recruiting for a Financial Analyst Intern Sal 50k 30th,Summit Recruitment and Search is recruiting for a Financial Analyst Intern Sal k th,"['summit', 'recruitment', 'and', 'search', 'is', 'recruiting', 'for', 'a', 'financial', 'analyst', 'intern', 'sal', 'k', 'th']","['summit', 'recruitment', 'search', 'recruiting', 'financial', 'analyst', 'intern', 'sal', 'k', 'th']",0
15,KaziQuest,"Nairobi, Kenya",Looking for more job Check out the Event here to apply,Looking for more job Check out the Event here to apply,"['looking', 'for', 'more', 'job', 'check', 'out', 'the', 'event', 'here', 'to', 'apply']","['looking', 'job', 'check', 'event', 'apply']",1
16,KaziQuest,"Nairobi, Kenya",Looking for more job Check out the Customer Service Representative here to apply,Looking for more job Check out the Customer Service Representative here to apply,"['looking', 'for', 'more', 'job', 'check', 'out', 'the', 'customer', 'service', 'representative', 'here', 'to', 'apply']","['looking', 'job', 'check', 'customer', 'service', 'representative', 'apply']",1
17,KaziQuest,"Nairobi, Kenya",Looking for more job Check out the Administrator here to apply,Looking for more job Check out the Administrator here to apply,"['looking', 'for', 'more', 'job', 'check', 'out', 'the', 'administrator', 'here', 'to', 'apply']","['looking', 'job', 'check', 'administrator', 'apply']",1
18,KaziQuest,"Nairobi, Kenya",Looking for more job Check out the Data Analyst here to apply,Looking for more job Check out the Data Analyst here to apply,"['looking', 'for', 'more', 'job', 'check', 'out', 'the', 'data', 'analyst', 'here', 'to', 'apply']","['looking', 'job', 'check', 'data', 'analyst', 'apply']",1
19,KaziQuest,"Nairobi, Kenya",Looking for more job Check out the Electrical Engineer here to apply,Looking for more job Check out the Electrical Engineer here to apply,"['looking', 'for', 'more', 'job', 'check', 'out', 'the', 'electrical', 'engineer', 'here', 'to', 'apply']","['looking', 'job', 'check', 'electrical', 'engineer', 'apply']",1
20,KaziQuest,"Nairobi, Kenya",Looking for more job Check out the Data Engineer here to apply,Looking for more job Check out the Data Engineer here to apply,"['looking', 'for', 'more', 'job', 'check', 'out', 'the', 'data', 'engineer', 'here', 'to', 'apply']","['looking', 'job', 'check', 'data', 'engineer', 'apply']",1
21,KaziQuest,"Nairobi, Kenya",Looking for more job Check out the Technical Writer here to apply,Looking for more job Check out the Technical Writer here to apply,"['looking', 'for', 'more', 'job', 'check', 'out', 'the', 'technical', 'writer', 'here', 'to', 'apply']","['looking', 'job', 'check', 'technical', 'writer', 'apply']",1
22,KaziQuest,"Nairobi, Kenya",Looking for more job Check out the Commercial Real Estate Agent here to apply,Looking for more job Check out the Commercial Real Estate Agent here to apply,"['looking', 'for', 'more', 'job', 'check', 'out', 'the', 'commercial', 'real', 'estate', 'agent', 'here', 'to', 'apply']","['looking', 'job', 'check', 'commercial', 'real', 'estate', 'agent', 'apply']",1
23,KaziQuest,"Nairobi, Kenya",Looking for more job Check out the Technician here to apply,Looking for more job Check out the Technician here to apply,"['looking', 'for', 'more', 'job', 'check', 'out', 'the', 'technician', 'here', 'to', 'apply']","['looking', 'job', 'check', 'technician', 'apply']",1
24,KaziQuest,"Nairobi, Kenya",Looking for more job Check out the Project Estimator here to apply,Looking for more job Check out the Project Estimator here to apply,"['looking', 'for', 'more', 'job', 'check', 'out', 'the', 'project', 'estimator', 'here', 'to', 'apply']","['looking', 'job', 'check', 'project', 'estimator', 'apply']",1
25,KaziQuest,"Nairobi, Kenya",Looking for more job Check out the Executive Assistant here to apply,Looking for more job Check out the Executive Assistant here to apply,"['looking', 'for', 'more', 'job', 'check', 'out', 'the', 'executive', 'assistant', 'here', 'to', 'apply']","['looking', 'job', 'check', 'executive', 'assistant', 'apply']",1
26,KaziQuest,"Nairobi, Kenya",Looking for more job Check out the Full Stack Engineer here to apply,Looking for more job Check out the Full Stack Engineer here to apply,"['looking', 'for', 'more', 'job', 'check', 'out', 'the', 'full', 'stack', 'engineer', 'here', 'to', 'apply']","['looking', 'job', 'check', 'full', 'stack', 'engineer', 'apply']",1
27,KaziQuest,"Nairobi, Kenya",Looking for more job Check out the Director here to apply,Looking for more job Check out the Director here to apply,"['looking', 'for', 'more', 'job', 'check', 'out', 'the', 'director', 'here', 'to', 'apply']","['looking', 'job', 'check', 'director', 'apply']",1
28,KaziQuest,"Nairobi, Kenya",Looking for more job Check out the Finance Manager here to apply,Looking for more job Check out the Finance Manager here to apply,"['looking', 'for', 'more', 'job', 'check', 'out', 'the', 'finance', 'manager', 'here', 'to', 'apply']","['looking', 'job', 'check', 'finance', 'manager', 'apply']",1
29,KaziQuest,"Nairobi, Kenya",Looking for more job Check out the Assistant Manager here to apply,Looking for more job Check out the Assistant Manager here to apply,"['looking', 'for', 'more', 'job', 'check', 'out', 'the', 'assistant', 'manager', 'here', 'to', 'apply']","['looking', 'job', 'check', 'assistant', 'manager', 'apply']",1
30,KaziQuest,"Nairobi, Kenya",Looking for more job Check out the General Manager here to apply,Looking for more job Check out the General Manager here to apply,"['looking', 'for', 'more', 'job', 'check', 'out', 'the', 'general', 'manager', 'here', 'to', 'apply']","['looking', 'job', 'check', 'general', 'manager', 'apply']",1
31,KaziQuest,"Nairobi, Kenya",Looking for more job Check out the Manager here to apply,Looking for more job Check out the Manager here to apply,"['looking', 'for', 'more', 'job', 'check', 'out', 'the', 'manager', 'here', 'to', 'apply']","['looking', 'job', 'check', 'manager', 'apply']",1
32,KaziQuest,"Nairobi, Kenya",Looking for more job Check out the Designer here to apply,Looking for more job Check out the Designer here to apply,"['looking', 'for', 'more', 'job', 'check', 'out', 'the', 'designer', 'here', 'to', 'apply']","['looking', 'job', 'check', 'designer', 'apply']",1
33,KaziQuest,"Nairobi, Kenya",Looking for more job Check out the Head of Project here to apply,Looking for more job Check out the Head of Project here to apply,"['looking', 'for', 'more', 'job', 'check', 'out', 'the', 'head', 'of', 'project', 'here', 'to', 'apply']","['looking', 'job', 'check', 'head', 'project', 'apply']",1
34,KaziQuest,"Nairobi, Kenya",Looking for more job Check out the Architecture here to apply,Looking for more job Check out the Architecture here to apply,"['looking', 'for', 'more', 'job', 'check', 'out', 'the', 'architecture', 'here', 'to', 'apply']","['looking', 'job', 'check', 'architecture', 'apply']",1
35,KaziQuest,"Nairobi, Kenya",Looking for more job Check out the Factory Junior Supervisor here to apply,Looking for more job Check out the Factory Junior Supervisor here to apply,"['looking', 'for', 'more', 'job', 'check', 'out', 'the', 'factory', 'junior', 'supervisor', 'here', 'to', 'apply']","['looking', 'job', 'check', 'factory', 'junior', 'supervisor', 'apply']",1
36,KaziQuest,"Nairobi, Kenya",Looking for more job Check out the Accountant here to apply,Looking for more job Check out the Accountant here to apply,"['looking', 'for', 'more', 'job', 'check', 'out', 'the', 'accountant', 'here', 'to', 'apply']","['looking', 'job', 'check', 'accountant', 'apply']",1
37,KaziQuest,"Nairobi, Kenya",Looking for more job Check out the Senior Technician here to apply,Looking for more job Check out the Senior Technician here to apply,"['looking', 'for', 'more', 'job', 'check', 'out', 'the', 'senior', 'technician', 'here', 'to', 'apply']","['looking', 'job', 'check', 'senior', 'technician', 'apply']",1
38,KaziQuest,"Nairobi, Kenya",Looking for more job Check out the Front End Developer here to apply,Looking for more job Check out the Front End Developer here to apply,"['looking', 'for', 'more', 'job', 'check', 'out', 'the', 'front', 'end', 'developer', 'here', 'to', 'apply']","['looking', 'job', 'check', 'front', 'end', 'developer', 'apply']",1
39,KaziQuest,"Nairobi, Kenya",Looking for more job Check out the here to apply,Looking for more job Check out the here to apply,"['looking', 'for', 'more', 'job', 'check', 'out', 'the', 'here', 'to', 'apply']","['looking', 'job', 'check', 'apply']",1
